x,y,cluster
3.7154781911063743,7.625956229670166,0
-1.8710526012619662,11.946030306727344,0
-0.527198514980702,5.860775801017864,0
1.4771064669099754,11.275699787770513,0
-0.37795784243761077,9.658711282819004,0
-1.0540014347118196,11.186654457922772,0
-0.041848824988823204,8.682225247412429,0
-2.0910988306338347,10.935913743159567,0
0.5102895439249068,9.401175260961018,0
2.4855834929764558,6.497760793853988,0
2.761387118227511,8.960014096794872,0
1.9274080519702435,8.130184845566149,0
0.68593579104436,11.009083489503015,0
-0.0657823657522869,7.2531869970043985,0
0.20709616068544276,11.920122643450263,0
-1.1758232779330253,9.325519004344839,0
-2.3342994444194844,10.535770966471896,0
0.3952407506038544,11.160337391669625,0
2.038160395832562,10.314765909722704,0
0.8849797730247303,8.054619637640657,0
0.830480849113745,9.871528087864204,0
0.5365794103107289,6.562257933099195,0
-0.6379844151531942,8.914158307327822,0
0.5959281637289825,7.769118200896366,0
2.767006280353141,10.57461988417661,0
-0.23195606462325616,9.797607880782824,0
-0.2931279528357408,8.507640689533668,0
1.9064101040006287,10.695130914492607,0
-0.455409735364227,10.901604293454916,0
-0.4525714602061575,10.05544472937871,0
0.5423664632970675,9.576070361688403,0
-0.31716861224249293,9.827032016700453,0
-1.2701690993764239,12.87717282174717,0
-0.7601185601361969,12.081663098169347,0
-1.1411184224225923,9.978470181837867,0
-2.454993469230302,9.142408032991034,0
-0.32612043901474536,8.491030761055779,0
1.347771672062891,8.939997759544354,0
-1.168193590203319,8.563150409452177,0
1.258945966863667,8.37870897692651,0
1.5327042250077525,10.854240376133175,0
-1.8994275926799722,10.398506686289057,0
2.1653850812699202,13.344072973733049,0
0.4854984529322399,11.504739979260238,0
0.20427021921876956,11.049245286502613,0
0.31715436468008334,10.697087800254035,0
0.07176336941650781,10.990785863316898,0
0.871980694710615,9.493242180325383,0
0.33710952421550855,10.20231469787268,0
1.4262718035866584,11.582873538216047,0
1.4711929698519535,6.087384215303519,0
-0.3075645135328558,8.973334932751463,0
0.32455632393469225,13.570433732014031,0
0.2720630180613118,11.489487165897582,0
-0.2089133833817019,8.409191961759584,0
-3.1585691695594784,12.101478851769794,0
-0.5845512484708285,10.07411465661822,0
0.7199404019089919,10.13147811619255,0
2.8216637010867798,11.26147507298147,0
-0.5205468214682321,11.407556892432318,0
0.3911610501194518,11.295419006530443,0
1.5314551137495,8.837662639403634,0
-0.5481092468229627,9.347107597063694,0
2.966179999168016,8.705948268478325,0
0.9000910513996057,10.234092056995557,0
0.08637318311924924,8.9171074008321,0
-2.0387556549698163,11.467687039824837,0
-1.2824764996943097,12.12987586389659,0
1.7660018231610037,13.717865399856239,0
-0.8978919788478746,8.17595334233451,0
0.7503195540665895,9.82973610341805,0
-0.35512019673712275,10.997259425009736,0
-1.861350137759771,10.287950136199736,0
0.13229591745160005,11.051246445397492,0
0.029595994110007816,8.09256816113029,0
1.4384731008945568,8.538822900585624,0
-1.9422809366376381,9.406117371898109,0
-1.140125886691352,10.641858436745563,0
1.9237699586674257,12.583688587917738,0
1.363163754181286,10.079164407321047,0
7.877268512138324,9.782966352162031,1
9.703705617645397,13.002873830513156,1
11.62735278931648,10.17626211459687,1
