x,y,cluster
0.4192125455182196,0.8116245985275992,0
0.2533110631415505,0.7917943144614831,0
0.5839912765204415,0.7942465298157295,0
0.7999925989637814,0.8008246703083902,0
0.5000038878123245,0.7802639446132027,0
0.10304585841704558,0.8022244145408666,0
0.3541021094077963,0.79445823629326,0
0.33922553502873487,0.7938228798942203,0
0.12678823918738244,0.8026338894327201,0
0.5805700858007937,0.7918545213475265,0
0.68166299861455,0.7853284762459137,0
0.22521930890679318,0.7827684295876957,0
0.5602123768521226,0.8091249014279909,0
0.10297283132889856,0.7897554947577512,0
0.6864392231823183,0.8055833793617728,0
0.3813544403775392,0.8144547529943867,0
0.5459491587252471,0.7935309443684634,0
0.34289761772593047,0.7942284633774993,0
0.8254433239221077,0.7977768684517373,0
0.7169258264188334,0.7857320040208845,0
0.22943803736622218,0.7904477566651282,0
0.3663390117862786,0.8162503786144679,0
0.15583939296414587,0.797845427709133,0
0.5618043373421239,0.8032347344542577,0
0.11267334510606372,0.8189878801601984,0
0.7875213804640313,0.795154309166717,0
0.579178687115187,0.7887780810009305,0
0.11923245062171098,0.7917721121897559,0
0.6746067965900275,0.7935251324043138,0
0.8448146972736786,0.7969697775390632,0
0.128616016201991,0.8018621931732811,0
0.22255951817317637,0.8057134985874085,0
0.5791764399854797,0.8118841901294008,0
0.5497511308435531,0.8010580851708312,0
0.5128343940486523,0.7786145486079926,0
0.26510205870314707,0.807952109249683,0
0.6536548454378805,0.8042828623267331,0
0.28884925695912855,0.8098837183141606,0
0.1039861727007354,0.8022250824949216,0
0.6844011540637512,0.791140947801605,0
0.3194036576892353,0.7932419287620281,0
0.5303853875962807,0.8088468282056717,0
0.7813507232101452,0.8067711597339173,0
0.4188775726913432,0.8165613376762784,0
0.45831489938240777,0.8241218587149773,0
0.1028829411206037,0.7802558885898782,0
0.37841440302478957,0.8085607473402082,0
0.3402077601910677,0.8001345839570363,0
0.13107474251576515,0.7872518892166434,0
0.13037400170545113,0.7990756945198699,0
0.12923039886157675,0.806135676194008,0
0.5943306593210117,0.7958372278534086,0
0.32376475254955617,0.8123438625857653,0
0.38154551244794477,0.8099838467891357,0
0.13264061742121616,0.8071056214016813,0
0.12554897730217052,0.8139716227823862,0
0.40645336401815757,0.8236523204390495,0
0.45298765406371855,0.7791328398425522,0
